qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
IQ4_XS,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,8.388045,7.363584041595459,-12.213345999032445,180355072,23953408,27.745793196071503,2.963660884006783,23918787.237992678,skip
MXFP4,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.010967,0.019733333339293797,79.93374067013585,1048576,139264,60.19459457641279,6.42967256744422,415135135.0097434,True
MXFP4,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.651059,0.2836480140686035,-56.43282497153046,67108864,8912896,268.0144271400161,28.627902920317887,1848375359.586318,skip
MXFP4,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,1.959731,0.7301120162010193,-62.744273770174615,180355072,23953408,279.83169084529686,29.890161380612778,1929873729.9675646,skip
NVFP4,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.021176,0.019498666127522785,-7.920919307127007,1048576,147456,61.33917018619931,6.551930163020649,210065651.32260036,True
NVFP4,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,1.088302,0.15945599973201752,-85.34818462779472,67108864,9437184,480.0449536464206,51.27589763367022,1643989567.2822623,skip
NVFP4,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,3.180032,0.3911359906196594,-87.70024985221345,180355072,25362432,525.9487976907748,56.17910678175334,1801194512.6396394,skip
Q1_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.036188,0.04232533276081085,16.959579862967985,1048576,36864,25.645161637217225,2.739282379536127,48387097.42871175,True
Q1_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.336589,0.37171199917793274,10.434981291109546,67108864,2359296,186.88705275491168,19.962300016546855,352617080.6696447,skip
Q1_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,0.973261,0.9738240242004395,0.05784925117100247,180355072,6340608,191.71398051438186,20.47788725853256,361724491.5365696,skip
